Id	EssaySet	Score1	Score2	EssayText
26278	10	1	2	light grai if it wa black and it wa summer the dog would be hot . and if it wa white and it wa winter the dog would freez . so light grai would beth best color for the dog . if the temperatur wa 24 deg outsid and the dog wa cold he could go in hi doghous and it would be around 45 deg degre in hi doghous . so he wont freez as much ash would as if he wa outsid .
26279	10	2	2	white the black paint made the air in the jar 53 degre while the white paint wa onli 42 degre . the white paint would be best for the doghous becaus it would keep the doghous cooler if it wa hot outsid .
26280	10	1	1	black thi color might affect the doghous becaus when the sun shine the sun in black then the temperatur will rise from the doghous and make the doghous hot .
26281	10	2	2	white white will keep the doghous the coolest becaus the other color got temperatur of 53 deg c 48 deg c and 45 deg c but the white jar got 42 deg c .
26282	10	2	1	white thi would make the doghous cool in the summer becaus in the experi the white lid jar had th coldest temperatur of 41 deg c .
26283	10	2	2	dark grai the doghous wouldnt be too cold or too hot it would be right in the middl . black which is 53 c averag would be a littl too hot and white which is c would be too cold so the on im the middl which is dark grai would beth best paint color for the doghous .
26284	10	0	0	white the white might let sunlight come in the doghous
26285	10	1	1	black black will affect the doghous becaus when is sunni and bright the color will attract the heat and it will make it en hotter in the outsid and the insid of the doghous
26286	10	1	1	white white is best for the doghous becaus if it wa black the doghous would get hot
26287	10	0	0	black black will affect the doghous becaus dark c color absorb more energi .
26288	10	2	2	white by choos the color white brandi and jerri s doghous would be colder than if thei chose ani of the other color option . in the experi the averag temperatur for black lid wa 53 deg c for dark grai 48 deg c for light grai 45 deg c and final for white 42 deg c . which mean that the white doghous would be colder than ani of the other color option .
26289	10	2	2	light grai i chose the color light grai . light grai would make the doghous around 45 deg c averag on the insid . the result show that light grai wa an averag of 45 deg c and black wa an averag of 53 deg c . white wa an averag of 42 deg c . light grai is 3 degre warmer then white and 8 degre cooler then black . light grai is a color in between the temperatur leav the doghous not to hot or not to cold .
26290	10	1	1	light grai would make it warm in winter and not boil hot in summer .
26291	10	2	2	black the other color had between 40 deg and 50 deg but black is hotter then the other color .
26292	10	0	0	light grai black could turn the insid of the doghous to hot fora dog to be in it so i choos light grai becaus the heat it attract will make the insid nice and warm ten minuet it would onli be 45 deg compar to the black were in ten minut it would be deg which would clearli be to hot fora dog .
26293	10	2	2	white white becaus white reflect the sun and the doghous wont get hot like it would if you us black . in your data it show that in the trial white will beth least hot color .
26294	10	1	1	dark grai i chose dark grai becaus the darker the color the more heat it attract . for exampl dure the winter the dog insid the doghous might get cold so the sun shin on the doghous will absorb the heat and let the heat insid . but sometim the dog might not want so much heat so i pick dark grai instead of black . also anoth exampl is in the summertim if the dog doesnt want togo outsid and stai in the doghous he doesnt have to be so hot . but he can also goo outsid if the doghous is to warm .
26295	10	1	1	black black becaus then in the winter when it get cold whatev sunlight there is it will absorb the heat and make it slightli warmer
26296	10	2	2	white us white paint would keep the temperatur insid of the doghous low on a sunni dai . the averag temperatur of the white lid wa 42 deg c and the averag temperatur of the black lid wa 53 deg c the white lid wa 11 deg c cooler then the jar with the black lid
26297	10	1	1	light grai it will keep it warm for those cold night and keep it cool for those hot summer dai .
26298	10	2	2	black us a black paint color for the doghous will make the doghous nice and warm fora dog dure the cold season when a doghous is need the most . due to the data a black lid color had an averag of 53 deg c . that will affect the doghous by make the doghous much more warmer in temperatur . a white lid onli had an averag of 42 deg c make it too cold for the dog . that s why a black doghous is best fora doghous to keep the dog warm .
26299	10	2	2	white white would beth best paint color becaus it doesnt attract as much heat as black light grai or dark grai becaus it the lightest color . thi is good becaus in the summer if the doghous attract a lot of heat the dog could overheat and get sick . the black lid got the hottest air temperatur have an averag of 53 deg c dark grai wa the second hottest have an averag air temperatur of 48 deg c light grai had the second coolest air temperatur on averag be 45 deg c and white had the lowest air temperatur with an averag of 42 deg c . these result show that the white lid attract the least amount of heat and is therefor why i believ that a white doghous would be best .
